day,team1,team2
0,26,28
0,27,22
0,12,25
1,6,2
1,22,23
1,1,0
1,13,11
1,18,17
1,27,19
1,3,8
1,20,24
1,9,15
1,7,14
1,10,4
1,16,29
2,18,21
2,13,12
2,2,5
2,19,26
2,9,16
3,21,22
3,5,6
3,28,23
3,29,8
3,3,7
3,17,24
4,11,3
4,22,20
4,4,12
4,0,27
4,1,9
4,23,19
4,8,10
4,6,16
4,29,14
4,7,13
4,15,18
4,26,25
5,14,2
5,24,21
5,4,11
5,20,17
6,27,3
6,18,1
6,19,21
6,0,26
6,24,15
6,25,29
7,23,22
7,12,6
7,13,2
7,5,17
7,27,11
7,7,8
7,18,4
7,14,25
8,21,20
8,10,28
8,29,23
8,16,1
8,4,0
8,2,9
8,5,19
8,6,7
8,15,24
8,11,14
8,8,13
8,12,3
9,28,27
9,26,17
10,6,3
10,24,23
10,2,1
10,8,0
10,16,12
10,7,9
10,26,19
10,5,15
10,10,14
10,13,4
10,29,18
11,25,28
11,0,6
11,17,21
11,20,27
11,16,11
11,13,8
11,2,10
11,29,7
12,14,22
12,20,23
12,12,1
12,19,9
12,15,17
12,11,26
12,3,4
12,24,18
13,9,6
13,10,2
13,28,21
13,25,5
13,19,8
14,28,20
14,14,17
14,24,26
14,18,7
14,12,4
14,22,29
15,12,2
15,1,23
15,18,0
15,8,11
15,19,10
15,17,15
15,27,16
15,9,13
15,22,25
16,1,20
16,3,26
16,24,29
16,6,4
17,28,22
17,19,2
17,14,23
17,5,0
17,7,12
17,3,27
17,15,8
17,11,10
17,9,18
17,16,25
18,14,20
18,8,6
18,23,21
18,10,5
18,1,17
18,16,26
18,28,24
18,12,13
18,19,4
18,9,29
19,20,22
19,15,2
19,7,11
19,27,18
20,3,28
20,11,1
20,23,0
20,6,21
20,15,5
20,12,9
20,25,17
20,26,14
20,27,29
21,18,19
21,22,10
21,2,7
21,25,24
22,0,3
22,7,1
22,21,12
22,28,5
22,22,27
22,23,9
22,14,8
22,18,15
22,2,16
22,26,13
22,29,4
23,21,11
23,6,24
24,23,3
24,19,20
24,6,17
24,22,26
24,9,10
24,25,15
24,12,14
24,28,16
24,5,13
24,7,4
24,0,29
24,1,18
25,1,28
25,3,2
25,11,12
25,4,5
25,26,27
25,25,19
25,23,8
25,13,7
25,24,16
26,15,22
26,17,0
26,14,11
26,21,29
26,20,18
27,17,3
27,12,5
27,2,27
27,6,19
27,8,26
27,21,14
27,23,4
28,20,11
28,9,7
28,6,15
28,10,13
28,24,25
29,1,3
29,8,28
29,29,22
29,15,23
29,20,12
29,13,5
29,24,27
29,21,9
29,4,10
29,2,26
29,7,16
29,17,14
29,19,18
31,24,28
31,16,22
31,6,0
31,21,27
31,7,9
31,29,17
31,12,8
31,25,10
31,23,15
31,20,14
31,26,4
31,2,18
32,26,3
32,8,5
32,21,19
32,14,10
32,27,7
32,25,13
33,4,22
33,11,2
33,12,23
33,6,1
33,28,0
33,20,9
33,16,17
33,29,24
34,28,3
34,16,21
34,15,19
34,11,13
35,12,20
35,26,6
35,1,2
35,8,23
35,7,5
35,22,9
35,0,10
35,4,24
35,17,15
35,18,25
36,28,1
36,9,0
36,12,21
36,29,27
36,10,11
36,4,19
36,26,7
36,3,16
36,6,14
36,22,13
37,25,20
37,5,2
37,8,17
38,18,3
38,10,1
38,22,0
38,12,19
38,23,26
38,11,7
38,8,24
38,27,16
38,2,14
38,15,13
38,5,4
38,28,29
39,16,28
39,20,6
39,25,21
39,3,9
39,23,27
39,12,24
40,25,22
40,17,2
40,13,0
40,18,9
40,15,10
40,7,26
40,11,29
41,5,1
41,23,21
41,10,8
