day,team1,team2
0,25,20
0,5,6
0,9,10
1,16,22
1,26,23
1,6,1
1,3,0
1,13,12
1,15,27
1,19,9
1,14,11
1,25,17
1,2,7
1,21,24
1,8,4
1,5,29
1,28,18
2,10,2
2,26,21
2,29,8
3,19,3
3,1,28
3,17,23
3,4,0
3,18,12
3,11,5
3,20,27
3,6,9
3,14,10
3,13,7
3,22,24
3,16,15
4,24,21
4,23,17
4,19,8
4,2,13
4,1,29
4,20,25
5,26,22
5,12,6
5,28,0
5,27,11
5,10,14
5,7,4
5,15,18
6,5,3
6,29,20
6,28,2
6,7,1
6,23,21
6,18,27
6,17,16
7,15,22
7,8,9
7,10,11
7,4,26
7,29,24
7,6,14
7,12,25
8,21,20
8,24,23
8,2,5
8,12,27
8,17,19
8,0,8
8,1,10
8,3,7
8,28,13
8,4,18
9,18,6
9,29,17
9,14,26
9,11,16
9,19,15
10,15,20
10,7,2
10,9,23
10,22,1
10,13,0
10,4,12
10,3,5
10,11,8
10,27,24
10,10,25
11,12,3
11,14,28
11,16,6
11,27,21
11,29,19
11,13,10
11,25,26
11,1,7
11,20,24
12,22,2
12,8,5
12,4,11
12,9,17
12,23,18
13,6,3
13,9,20
13,29,21
13,12,8
13,16,10
13,17,15
13,28,24
14,19,5
14,22,11
14,0,7
14,14,16
14,2,4
14,18,13
14,26,25
15,4,3
15,8,0
15,22,12
15,1,27
15,28,17
15,25,10
15,21,26
15,9,24
15,7,15
15,2,14
15,20,29
16,21,23
16,19,11
16,20,16
17,14,6
17,5,2
17,10,0
17,19,12
17,16,8
17,22,26
17,1,24
17,27,15
17,25,4
17,3,18
17,17,29
18,1,20
18,3,28
18,15,23
18,9,21
18,26,27
18,5,7
18,12,13
19,9,22
19,25,2
19,19,10
19,4,24
19,29,16
19,17,14
19,0,18
20,26,3
20,17,28
20,8,6
20,22,23
20,0,27
20,18,29
21,4,20
21,14,2
21,10,1
21,5,9
21,16,11
21,7,13
21,15,25
22,8,3
22,15,28
22,6,23
22,26,0
22,16,12
22,17,27
22,4,19
22,24,10
22,1,14
22,25,18
23,20,21
23,7,5
23,24,11
24,6,20
24,4,22
24,1,0
24,21,17
24,19,26
24,23,15
24,9,16
24,3,14
24,27,29
24,2,18
24,28,25
25,29,28
25,24,12
25,10,5
25,2,27
25,13,9
25,3,11
25,7,8
26,17,22
26,0,1
26,4,21
26,20,15
26,26,18
26,23,25
27,23,28
27,12,5
27,2,11
27,18,19
27,9,7
