day,team1,team2
0,2,5
0,28,20
0,19,17
1,18,3
1,27,22
1,24,23
1,1,0
1,11,12
1,26,8
1,14,7
1,9,4
1,16,29
1,15,25
2,0,6
2,21,17
2,13,10
2,28,24
3,8,1
3,12,9
3,14,11
3,22,19
3,27,26
3,5,4
3,23,18
3,20,25
4,10,3
4,25,28
4,8,6
4,29,2
4,12,5
4,1,7
4,16,24
4,17,15
4,0,14
5,20,23
5,19,21
5,26,27
5,7,9
5,28,11
5,13,29
5,22,18
6,6,1
6,23,21
6,24,10
6,15,4
7,12,3
7,19,28
7,27,5
7,2,9
7,20,17
7,24,11
7,22,8
7,29,16
7,7,25
8,27,2
8,17,23
8,9,1
8,6,0
8,18,21
8,26,19
8,22,10
8,3,14
8,4,13
8,25,29
9,18,20
9,24,12
9,0,5
9,8,7
9,15,16
10,20,22
10,2,6
10,14,1
10,28,19
10,17,26
10,11,4
10,10,13
10,21,29
10,23,25
11,5,3
11,21,28
11,13,12
11,15,9
11,6,8
11,27,10
11,24,7
11,16,18
12,23,22
12,19,2
12,15,0
12,7,26
12,24,4
12,17,29
13,19,3
13,25,20
13,12,6
13,9,21
13,8,14
13,27,13
13,11,18
14,26,22
14,16,1
14,10,5
14,23,17
14,25,24
14,15,29
15,26,20
15,27,28
15,1,2
15,9,23
15,17,21
15,16,12
15,3,8
15,6,10
15,19,14
15,0,13
15,4,18
16,6,11
16,25,7
16,22,24
16,20,15
17,8,3
17,9,28
17,2,0
17,19,12
17,24,17
17,4,14
17,5,13
17,21,18
18,13,6
18,1,23
18,28,27
18,19,11
18,0,8
18,3,10
18,29,7
18,9,15
18,21,16
18,2,4
18,22,25
19,23,20
19,14,5
19,15,17
19,22,16
19,12,18
20,11,28
20,26,2
20,1,21
20,3,27
20,18,9
20,29,19
20,12,8
20,0,25
21,1,22
21,4,5
21,10,11
21,6,17
21,14,16
22,13,3
22,9,2
22,26,0
22,29,21
22,25,12
22,5,8
22,7,10
22,28,24
22,23,15
22,20,4
22,27,18
23,17,27
23,7,11
23,6,19
23,3,16
23,2,13
24,28,22
24,20,0
24,9,5
24,23,8
24,29,26
24,21,24
24,4,15
24,10,14
24,1,18
24,17,25
25,23,3
25,6,21
25,26,12
25,19,27
25,0,9
25,20,7
25,11,13
25,16,29
25,14,25
26,6,22
26,10,2
26,17,1
26,4,24
26,19,15
26,8,18
27,11,3
27,26,28
27,4,21
27,27,9
27,20,8
27,12,7
27,0,16
27,29,14
27,23,13
28,18,22
28,17,2
28,25,10
28,6,15
29,29,3
29,22,20
29,0,1
29,17,5
29,23,12
29,4,27
29,11,9
29,15,19
29,10,8
29,21,26
29,18,24
29,28,14
29,16,25
31,6,3
31,20,22
31,14,2
31,16,23
31,28,0
31,13,12
31,26,5
31,21,9
31,25,17
31,10,19
31,1,8
31,4,7
31,27,24
31,18,15
31,11,29
32,16,20
32,29,11
32,2,14
32,28,13
32,9,18
33,5,3
33,10,22
33,15,23
33,24,1
33,7,12
33,27,17
33,21,8
33,25,26
34,10,20
34,18,2
34,0,11
34,19,16
34,3,4
34,24,13
34,14,29
35,12,28
35,21,1
35,27,19
35,5,7
35,9,14
35,22,25
36,22,6
36,10,23
36,9,0
36,8,17
36,28,26
36,11,15
36,2,16
36,29,4
36,13,18
37,27,20
37,7,1
37,21,5
37,11,19
37,26,14
37,12,29
38,12,3
38,13,28
38,5,6
38,16,2
38,24,0
38,9,10
38,27,15
38,22,4
38,21,25
39,0,3
39,23,20
39,11,17
39,15,19
39,6,26
39,1,7
39,16,14
39,10,4
39,22,29
40,24,2
40,8,21
40,12,9
40,25,18
41,15,3
41,8,20
41,19,22
41,17,6
41,13,1
41,0,27
41,18,10
41,28,7
41,14,26
41,5,4
41,29,25
42,6,9
42,2,11
42,23,19
42,28,16
42,12,13
42,3,29
43,5,2
