day,team1,team2
0,21,22
0,6,11
0,12,8
1,11,3
1,22,20
1,29,28
1,7,2
1,17,23
1,1,5
1,14,27
1,13,9
1,18,19
1,10,26
1,15,24
1,12,16
1,0,4
1,8,25
2,2,6
2,20,21
3,28,22
3,19,23
3,11,1
3,7,0
3,25,12
3,26,27
3,4,10
3,21,24
3,17,15
3,18,16
3,3,13
3,9,29
3,5,14
4,6,3
4,24,20
4,28,17
4,27,19
4,5,8
4,29,26
4,4,7
4,14,25
5,10,22
5,16,2
5,1,12
5,0,9
5,13,11
5,23,18
6,20,3
6,27,21
6,16,5
6,0,29
7,14,2
7,19,1
7,8,9
7,27,17
7,22,26
7,10,24
7,28,15
7,11,4
7,23,25
8,13,3
8,23,28
8,19,0
8,21,12
8,6,8
8,5,7
8,20,16
8,25,29
8,26,18
8,4,14
9,22,27
9,21,11
9,10,15
10,5,3
10,20,28
10,19,6
10,15,23
10,0,12
10,18,9
10,24,17
10,4,8
10,26,16
10,1,13
10,2,14
10,22,25
11,8,1
11,3,5
11,21,27
11,0,11
11,12,10
11,17,24
11,26,7
11,19,4
11,20,29
12,16,22
12,28,2
12,25,23
12,13,18
13,28,3
13,5,6
13,12,0
13,16,21
13,4,27
13,9,17
13,15,19
13,29,8
13,10,14
14,9,20
14,25,22
14,7,11
14,13,26
15,27,3
15,13,28
15,14,0
15,18,21
15,7,12
15,23,17
15,25,19
15,2,10
15,1,24
15,22,15
15,5,16
15,4,29
16,18,20
16,27,2
17,29,22
17,1,23
17,17,0
17,14,5
17,26,11
17,28,19
17,7,8
17,3,10
17,9,24
17,16,15
17,6,4
18,19,20
18,8,6
18,10,2
18,1,21
18,26,12
18,15,27
18,18,7
18,0,16
18,5,13
18,11,14
18,3,25
19,9,22
19,29,24
19,17,4
20,14,6
20,17,1
20,29,21
20,20,19
20,3,26
20,15,18
21,0,27
21,2,9
21,10,11
21,23,24
21,16,13
22,4,3
22,29,20
22,0,28
22,8,2
22,24,23
22,11,12
22,13,5
22,9,10
22,27,26
22,17,7
22,21,16
22,19,25
22,1,14
23,6,15
23,21,18
24,7,3
24,20,22
24,8,0
24,10,9
24,6,17
24,19,26
24,1,16
24,13,4
24,28,29
24,23,14
24,5,25
25,17,20
25,5,28
25,24,21
25,16,27
25,12,11
25,3,8
25,0,10
25,14,7
25,26,15
25,2,13
26,24,22
26,9,1
26,6,21
26,23,12
26,19,18
27,25,28
27,7,9
27,23,11
27,2,17
27,6,19
27,16,8
27,15,26
27,27,29
27,0,14
28,12,10
28,22,13
28,1,4
28,20,25
29,17,23
29,22,1
29,29,0
29,2,21
29,3,12
29,11,5
29,10,27
29,6,9
29,13,7
29,20,26
29,15,16
29,28,18
29,8,14
31,25,3
31,5,0
31,28,12
31,1,27
31,22,9
31,23,19
31,13,8
31,26,10
31,21,24
31,2,15
31,11,4
31,20,18
31,7,14
32,27,28
32,19,23
32,6,5
32,16,26
32,0,7
32,10,13
32,1,29
33,17,22
33,25,2
33,8,21
33,14,11
33,3,9
33,20,24
33,15,4
33,16,18
34,10,28
34,25,6
34,8,17
34,27,19
34,12,13
35,12,3
35,4,20
35,15,1
35,7,0
35,9,11
35,14,26
35,18,24
35,23,29
36,15,5
36,23,27
36,18,17
36,8,19
36,21,10
36,9,7
36,26,25
37,11,6
37,2,1
37,21,29
38,12,2
38,4,23
38,15,0
38,20,27
38,19,17
38,5,10
38,22,24
38,7,13
38,3,14
38,18,25
39,15,3
39,8,28
39,9,6
39,21,5
39,26,17
39,24,19
39,1,7
39,11,16
39,20,29
40,4,22
40,12,27
40,11,9
40,8,18
40,0,2
41,21,3
41,17,19
41,26,24
41,15,13
41,12,29
41,20,14
42,23,22
42,7,6
42,0,1
42,2,5
42,16,9
42,11,8
42,18,10
42,28,4
43,26,20
43,6,2
43,21,0
43,19,24
43,28,7
43,3,16
43,18,29
43,12,14
43,9,25
44,21,1
44,27,17
45,27,20
45,16,28
45,24,23
45,2,0
45,5,12
45,1,9
45,14,8
45,13,10
45,6,7
45,19,15
45,3,4
45,22,18
45,29,25
46,17,3
46,4,6
46,10,2
46,5,11
46,28,19
46,7,26
46,21,13
46,22,14
47,20,23
47,17,9
47,27,24
47,25,15
47,16,29
47,12,18
48,12,6
48,13,2
48,3,1
48,16,0
48,28,21
48,19,11
48,9,8
48,22,10
49,25,20
49,17,5
49,18,15
49,22,29
49,24,14
50,28,23
50,13,1
50,9,0
50,25,21
50,19,12
50,6,27
50,8,11
50,24,10
50,29,26
50,2,7
50,17,16
50,14,4
51,28,20
51,6,18
52,1,3
52,16,22
52,7,5
52,14,9
52,24,11
52,27,8
52,4,26
52,23,15
52,19,10
53,22,20
53,18,28
53,5,6
53,29,2
53,13,0
53,15,21
53,24,12
53,27,9
53,25,17
53,3,7
53,19,14
53,26,23
54,16,21
54,0,8
54,4,18
55,4,28
55,22,23
55,8,1
55,2,12
55,9,5
55,26,27
55,25,24
55,20,15
55,19,29
55,7,14
55,10,11
57,21,20
57,27,28
57,11,22
57,18,2
57,6,1
58,10,5
58,29,27
58,21,17
58,28,26
59,23,20
59,4,2
59,7,1
59,9,12
59,22,19
59,11,24
59,13,16
59,18,14
59,15,25
60,26,6
60,3,23
60,5,0
60,19,21
60,25,27
60,11,17
60,1,8
60,14,10
60,16,7
60,9,13
60,2,4
60,15,29
61,3,22
61,24,28
61,10,12
61,20,5
61,27,18
62,23,21
62,13,9
62,14,19
62,11,15
62,26,16
62,6,29
62,17,25
63,1,28
63,7,22
63,4,6
63,20,12
63,24,27
63,5,8
63,17,18
63,10,0
64,14,21
64,3,15
64,25,16
64,26,13
64,8,4
65,2,28
65,0,6
65,29,23
65,12,5
65,20,11
65,14,17
65,7,19
65,3,24
65,1,18
66,19,22
66,25,0
66,2,27
66,20,10
66,21,26
66,29,15
66,4,13
67,21,28
67,10,6
67,7,23
67,5,1
67,11,12
67,3,17
67,25,8
67,14,24
67,18,16
68,15,22
68,8,5
68,29,9
68,4,11
68,2,26
68,20,13
68,0,18
69,16,3
69,10,1
69,12,21
70,23,6
70,9,2
70,3,5
70,25,11
70,18,19
70,4,8
70,22,26
70,20,7
70,17,24
70,0,15
70,28,29
70,13,14
71,26,28
71,20,1
71,0,21
71,22,27
71,12,17
71,8,10
71,23,16
71,9,4
71,13,25
72,11,2
72,18,15
73,9,3
73,0,20
73,11,1
73,22,21
73,5,19
73,13,8
73,27,10
73,6,7
73,12,24
73,14,16
73,23,29
73,26,25
74,2,3
74,14,6
74,23,9
74,0,17
74,25,26
74,12,15
74,27,13
74,1,4
74,7,18
75,16,28
75,5,24
75,10,29
76,13,6
76,23,2
76,27,0
76,15,19
76,12,26
76,7,4
76,28,25
77,5,22
77,24,8
77,18,29
77,2,14
78,14,3
78,15,20
78,19,28
78,22,23
78,4,0
78,26,21
78,6,12
78,5,17
78,29,7
78,24,16
78,11,13
78,27,25
79,18,27
79,2,8
79,1,10
80,11,3
80,17,28
80,21,2
80,26,23
80,22,0
80,14,12
80,19,9
80,5,15
80,6,13
80,16,4
80,20,18
80,24,29
81,3,6
81,7,27
81,21,8
81,17,26
81,19,16
81,9,13
81,11,14
81,20,25
82,7,28
82,15,23
82,0,12
82,22,4
82,24,18
83,8,20
83,22,6
83,1,2
83,26,5
83,21,9
83,17,27
83,11,10
83,3,13
83,25,29
83,4,14
84,12,1
84,0,11
84,16,19
84,17,18
84,24,25
85,18,28
85,3,2
85,8,23
85,10,12
85,6,5
85,24,27
85,9,7
85,26,4
85,0,13
85,21,14
86,22,11
86,15,17
87,4,3
87,16,20
87,21,6
87,14,2
87,13,23
87,26,1
87,18,0
87,7,5
