day,team1,team2
0,1,17
0,23,20
0,16,26
0,12,29
1,23,22
1,3,13
1,9,10
1,19,5
1,1,6
1,8,29
1,12,14
2,0,5
2,21,24
2,4,26
2,2,10
2,23,25
2,11,17
2,3,14
2,18,20
3,4,7
3,9,25
3,3,29
3,18,24
3,11,28
3,15,5
3,12,22
4,8,20
4,15,28
4,0,6
4,11,27
4,2,13
4,16,7
4,21,17
5,9,24
5,21,14
5,18,27
5,15,29
5,1,25
5,4,6
5,11,10
5,19,22
6,2,14
6,19,27
6,8,26
6,23,13
6,16,28
6,0,7
7,17,6
7,4,0
7,25,18
7,13,11
7,15,14
8,17,22
8,29,18
8,4,21
8,10,6
8,9,7
8,2,0
9,17,20
9,10,26
9,29,8
9,16,22
9,12,11
9,15,24
9,28,19
9,13,7
10,9,27
10,2,26
10,1,20
10,16,8
10,10,24
10,3,11
10,28,18
10,4,5
11,1,18
11,23,27
11,25,19
11,3,6
11,13,21
11,12,14
11,2,5
11,10,7
12,15,20
12,3,7
12,23,5
12,1,14
12,9,26
12,12,8
13,25,5
13,4,27
13,29,24
13,28,22
13,23,0
13,16,21
13,2,19
14,26,9
14,19,15
14,2,20
14,6,13
14,4,17
14,25,23
15,3,10
15,22,12
15,28,8
15,11,29
15,7,14
15,19,17
16,2,24
16,3,15
16,18,8
16,26,16
16,22,21
16,6,0
17,7,20
17,4,13
17,6,10
17,25,24
17,11,8
17,28,16
17,22,29
17,1,0
17,26,17
17,2,21
17,18,27
18,18,21
18,3,13
18,19,29
18,25,9
18,5,20
18,1,16
18,28,27
18,26,14
18,11,12
19,4,14
19,18,23
19,22,24
19,5,15
19,11,0
19,2,27
20,7,10
20,5,23
20,28,9
20,1,12
21,10,2
21,7,1
21,23,15
21,25,0
21,19,4
21,5,11
21,9,3
22,9,2
22,29,14
22,23,27
22,19,18
22,6,12
22,20,15
22,22,17
23,16,17
23,8,3
23,10,4
23,29,28
23,21,1
24,16,12
24,24,2
24,22,28
24,10,3
24,7,17
24,5,0
25,16,0
25,24,18
25,9,1
25,22,14
25,20,26
25,21,27
25,25,13
26,8,13
26,20,11
26,5,17
26,7,12
26,21,18
26,6,26
26,25,28
26,24,15
27,29,4
27,23,26
27,6,14
27,8,11
27,19,13
27,16,27
28,6,27
28,14,1
28,22,20
29,8,0
29,14,27
29,12,10
29,22,19
29,18,16
29,7,2
29,13,3
30,14,15
30,25,20
30,23,11
30,8,5
30,24,17
30,6,4
30,29,10
30,21,27
30,12,26
31,7,4
31,21,26
31,28,0
31,13,1
31,9,15
32,6,1
32,22,27
32,24,20
32,25,16
32,13,2
32,29,11
32,12,5
33,25,17
33,21,19
33,7,3
33,24,10
33,28,15
33,22,26
33,18,11
33,9,2
33,23,16
34,14,5
34,8,4
34,18,19
34,29,20
34,23,17
34,28,3
34,9,0
35,11,6
35,10,16
35,12,4
35,14,18
35,13,0
35,8,22
35,9,17
35,27,21
35,3,20
36,26,2
36,9,5
36,27,7
36,15,29
36,28,25
36,24,19
36,10,0
37,24,29
37,15,25
37,14,5
37,23,22
37,9,4
37,28,20
38,12,1
38,8,6
38,13,19
38,9,16
38,23,21
39,10,20
39,3,2
39,24,18
39,26,22
39,12,5
40,24,16
40,15,7
40,26,25
40,8,1
40,3,0
40,11,18
40,14,17
40,28,21
41,8,4
41,23,29
41,26,1
41,12,2
41,13,17
41,27,6
41,15,19
41,11,7
42,13,25
42,22,0
42,19,3
42,8,21
42,9,23
42,26,15
42,12,17
42,18,7
43,28,2
43,12,25
43,10,1
43,26,23
43,6,7
43,19,17
43,14,0
43,27,11
44,29,2
44,28,21
44,4,1
44,16,15
44,22,24
44,19,20
45,27,0
45,14,23
45,4,11
45,13,5
45,16,21
45,29,15
45,6,25
45,18,24
45,9,3
46,14,20
46,13,11
46,8,7
46,27,24
46,29,1
46,10,5
47,9,0
47,10,15
47,4,2
47,22,5
48,16,3
48,18,25
48,6,17
48,12,20
48,26,24
48,8,2
48,28,23
49,0,23
49,27,28
49,19,16
49,25,15
49,26,21
49,18,1
49,8,2
49,5,13
49,14,12
50,19,28
50,18,17
50,20,16
50,10,3
50,24,12
51,5,3
51,22,17
51,7,6
51,20,1
51,25,21
51,14,9
52,20,4
52,0,6
52,19,23
52,26,28
52,24,1
52,27,29
53,8,9
53,7,3
53,27,13
53,11,2
53,22,29
54,25,28
54,7,21
54,18,16
54,8,17
54,0,2
54,10,9
54,26,4
54,19,29
54,24,15
54,11,12
55,11,4
55,14,13
55,5,6
55,22,23
55,8,15
55,10,21
55,0,3
56,5,9
56,13,4
56,1,29
56,21,28
56,25,27
56,14,16
57,12,24
57,1,7
57,26,6
57,2,3
57,23,20
57,11,9
58,26,10
58,21,20
58,13,8
58,0,15
58,22,19
58,17,28
58,23,24
58,14,3
58,12,27
59,18,29
59,0,19
59,25,8
59,5,7
59,1,15
59,17,10
59,23,28
60,2,29
60,22,4
60,12,16
60,11,15
60,14,8
60,18,3
61,5,4
61,2,6
61,11,8
61,0,10
61,21,9
61,22,27
62,25,7
62,18,20
62,13,16
62,26,24
62,17,19
62,23,6
63,2,25
63,6,21
63,24,23
63,19,28
63,13,4
63,27,15
63,14,8
64,7,18
