day,team1,team2
0,21,17
0,3,14
0,0,7
0,12,29
0,23,25
0,2,13
1,11,10
1,16,7
1,19,22
1,0,5
1,4,26
1,21,24
1,8,29
1,15,28
2,3,13
2,12,14
2,9,24
2,4,7
2,11,17
2,2,10
2,1,6
2,8,26
3,16,28
3,18,20
3,21,14
3,0,6
4,3,29
4,18,24
4,11,27
4,1,25
4,15,5
4,4,6
4,23,13
5,19,5
5,15,29
5,9,25
5,23,20
5,18,27
5,12,22
6,23,22
6,9,10
6,16,26
6,8,20
6,2,14
6,19,27
6,1,17
6,11,28
7,15,14
7,28,18
7,2,0
7,9,26
7,3,6
7,13,7
7,25,5
8,3,11
8,2,5
8,15,20
8,17,22
8,16,8
9,4,27
9,25,18
9,28,19
9,17,20
9,16,21
9,29,8
9,12,14
10,10,6
10,9,7
10,29,24
10,13,11
10,23,0
10,4,5
11,2,26
11,12,8
11,28,22
11,1,18
11,15,24
11,10,7
11,4,0
11,25,19
11,23,27
12,1,20
12,3,7
12,2,19
12,12,11
12,9,27
12,10,26
12,13,21
13,17,6
13,16,22
13,29,18
13,23,5
13,1,14
13,4,21
13,10,24
14,2,27
14,26,9
14,19,29
14,5,15
15,18,21
15,28,8
15,26,16
15,3,15
15,19,17
15,7,10
15,11,29
15,25,9
16,18,8
16,6,13
16,2,20
16,7,14
16,28,9
16,25,23
16,4,17
16,22,12
17,6,10
17,22,29
17,18,23
17,1,16
17,11,0
17,2,21
17,26,14
17,28,27
18,11,12
18,26,17
18,18,27
18,4,14
18,7,20
18,22,24
18,5,23
18,3,13
19,1,0
19,11,8
19,22,21
19,4,13
19,25,24
19,19,15
19,3,10
19,28,16
20,5,20
20,1,12
20,6,0
20,2,24
21,21,1
21,22,28
21,23,15
21,5,11
21,25,0
21,24,18
21,19,13
22,20,15
22,25,28
22,22,17
22,16,27
22,24,2
23,8,3
23,6,26
23,16,17
23,24,15
23,10,4
23,5,0
24,19,18
24,7,12
24,6,14
24,8,11
24,29,4
25,23,27
25,7,17
25,29,14
25,9,3
25,10,2
25,6,12
26,10,3
26,9,1
26,19,4
26,8,13
26,21,18
26,16,0
26,20,11
26,23,26
26,5,17
27,21,27
27,20,26
27,29,28
27,25,13
27,16,12
27,9,2
27,22,14
27,7,1
28,18,19
28,9,0
28,6,27
28,14,5
28,28,15
28,23,16
28,21,26
28,7,2
29,25,20
29,6,4
29,12,10
29,28,3
29,13,2
29,21,19
30,23,11
30,24,17
30,13,3
30,8,5
30,14,15
31,25,17
31,12,5
31,7,4
31,29,10
31,6,1
31,22,19
32,14,1
32,22,27
32,23,17
32,29,20
33,18,16
33,8,0
33,21,27
33,22,26
33,7,3
33,29,11
33,24,20
33,9,15
34,18,11
34,25,16
34,24,10
34,9,2
34,14,27
34,13,1
34,8,4
34,22,20
34,28,0
34,12,26
35,24,16
35,14,17
35,28,25
35,26,22
35,3,20
35,15,7
35,23,21
35,13,0
35,12,5
36,3,0
36,28,20
36,27,6
36,14,5
36,15,29
36,12,4
37,24,19
37,8,1
37,9,16
37,13,17
37,11,7
37,28,21
37,10,20
38,12,2
38,9,5
38,15,25
38,26,1
38,14,18
38,8,6
38,10,16
39,12,1
39,11,18
39,9,4
39,3,2
39,27,7
39,24,29
39,10,0
40,9,17
40,13,19
40,23,22
40,26,25
40,24,18
40,8,4
41,15,19
41,11,6
41,27,21
41,26,2
41,8,22
41,23,29
42,22,5
42,12,17
42,8,21
42,26,15
42,18,25
42,19,20
42,4,1
42,27,0
42,9,3
43,26,23
43,18,24
43,6,17
43,12,25
44,6,7
44,16,3
44,13,25
44,10,15
44,27,11
44,28,2
44,14,20
45,16,15
45,6,25
45,10,1
45,28,23
45,9,0
45,22,24
45,4,2
46,10,5
46,19,3
46,18,7
46,12,20
46,14,23
46,13,11
46,26,24
46,16,21
46,29,2
47,19,17
47,4,11
47,13,5
47,14,0
47,27,24
47,29,1
47,9,23
47,8,7
48,22,0
48,28,21
48,8,2
48,29,15
49,11,2
49,10,9
49,7,21
49,5,6
49,19,16
49,0,3
50,18,16
50,11,4
50,19,29
50,0,23
50,10,3
50,27,13
51,18,1
51,25,21
51,19,28
51,14,9
51,7,3
51,24,15
51,11,12
52,24,1
52,27,28
52,18,17
52,8,2
52,0,6
52,14,13
52,22,29
53,26,21
53,14,12
53,8,17
53,25,28
53,19,23
53,20,1
53,7,6
53,5,13
54,25,15
54,26,28
54,20,4
54,22,17
54,5,3
54,8,9
55,20,16
55,22,23
55,10,21
55,8,15
55,0,2
55,24,12
55,27,29
55,26,4
56,17,19
56,13,8
56,22,27
56,25,7
56,1,15
56,18,29
57,18,20
