day,team1,team2
0,23,13
0,2,14
0,1,6
0,15,5
0,18,20
0,12,22
0,16,28
0,9,24
1,23,22
1,2,13
1,4,26
1,15,28
1,11,17
1,18,27
2,21,24
2,4,7
2,8,20
2,9,25
2,11,10
2,15,29
3,23,25
3,12,29
3,8,26
3,21,17
3,18,24
3,19,27
3,11,28
3,9,10
3,0,5
4,8,29
4,0,7
4,1,17
4,4,6
4,3,13
4,2,10
4,21,14
5,0,6
5,23,20
5,3,14
5,16,26
5,19,22
6,16,7
6,1,25
6,11,27
6,19,5
6,12,14
6,3,29
7,15,24
7,23,0
7,28,22
7,10,7
7,25,18
7,2,5
7,12,14
7,13,21
8,9,27
8,1,14
8,10,26
8,17,22
8,4,0
8,12,8
9,2,26
9,25,5
9,29,24
9,16,8
9,3,7
9,28,19
9,23,27
9,1,18
10,15,14
10,3,11
10,13,7
10,2,19
10,10,6
10,4,21
10,17,20
11,12,11
11,9,7
11,4,27
11,28,18
11,16,22
11,15,20
12,17,6
12,4,5
12,29,18
12,16,21
13,9,26
13,25,19
13,1,20
13,23,5
13,29,8
13,2,0
13,10,24
13,13,11
13,3,6
14,18,21
14,2,20
14,26,14
14,25,23
14,3,10
14,1,0
14,4,13
14,11,8
14,22,12
14,28,16
15,4,17
15,7,10
15,18,23
15,11,29
15,5,15
15,22,24
16,19,29
16,5,20
16,11,12
16,26,9
16,2,24
16,4,14
16,3,15
17,6,13
17,7,20
17,5,23
17,28,27
17,26,16
17,19,15
18,18,8
18,7,14
18,6,10
18,2,27
18,19,17
18,22,21
18,11,0
19,2,21
19,22,29
19,18,27
19,28,8
19,25,9
19,6,0
19,1,16
20,28,9
20,25,24
20,1,12
20,26,17
20,3,13
21,20,15
21,29,28
21,19,18
21,6,26
21,22,17
21,8,11
21,9,3
21,21,27
22,16,17
22,23,27
22,25,28
22,24,15
22,9,2
23,23,15
23,10,2
23,6,14
23,20,26
23,16,27
23,9,1
23,8,3
23,5,0
24,8,13
24,24,18
24,25,0
24,7,12
24,29,4
24,22,14
24,21,1
25,7,17
25,16,12
25,23,26
25,29,14
25,19,13
26,20,11
26,10,4
26,5,17
26,25,13
26,7,1
27,5,11
27,21,18
27,19,4
27,22,28
27,24,2
27,6,12
27,10,3
27,16,0
28,22,19
28,25,20
28,6,27
28,12,26
28,29,10
28,28,3
28,18,11
29,9,0
29,8,4
29,23,16
29,18,19
29,22,26
29,7,3
29,21,27
30,21,26
30,6,1
30,14,27
30,28,15
30,9,2
30,12,5
30,24,17
30,22,20
31,12,10
31,29,20
31,25,17
31,7,2
31,14,5
32,18,16
32,7,4
32,8,5
32,13,3
32,9,15
32,29,11
32,23,17
32,14,1
33,13,1
33,8,0
33,22,27
33,24,10
33,23,11
33,25,16
33,21,19
34,28,0
34,6,4
34,24,20
34,14,15
34,13,2
35,26,25
35,13,0
35,10,16
35,8,4
35,24,19
35,28,21
35,3,2
35,12,5
36,12,1
36,11,7
36,23,29
36,26,2
36,28,25
37,23,22
37,9,16
37,3,0
37,11,18
37,14,17
37,8,1
37,12,4
37,15,25
37,10,20
38,23,21
38,27,6
38,12,2
38,10,0
38,24,18
38,26,1
38,13,17
38,15,29
38,9,5
39,15,7
39,27,21
39,13,19
39,9,4
39,3,20
39,8,6
39,14,18
39,24,29
40,8,22
40,15,19
40,9,17
40,27,7
41,26,22
