day,team1,team2
0,0,7
0,19,27
0,8,20
0,15,28
1,4,26
1,23,20
1,21,24
1,11,17
1,18,27
1,12,29
1,0,5
1,9,25
2,9,10
2,12,22
2,3,29
2,16,28
2,18,20
2,11,27
2,4,6
2,2,14
2,1,25
3,9,24
3,16,7
3,12,14
3,3,13
3,23,25
3,8,26
3,19,5
3,1,17
3,2,10
4,2,13
4,4,7
4,15,5
4,21,17
4,8,29
4,16,26
4,23,22
4,3,14
5,11,10
5,18,24
5,19,22
5,23,13
5,1,6
5,15,29
5,21,14
6,0,6
6,11,28
7,28,19
7,13,11
7,9,26
7,10,6
7,12,14
7,4,27
7,29,24
7,16,21
7,25,18
8,3,7
8,17,20
8,4,5
8,28,22
8,2,19
8,12,11
8,23,0
8,10,26
9,25,5
9,9,7
9,3,6
9,15,14
9,1,18
9,12,8
9,2,0
10,29,18
10,3,11
10,9,27
10,25,19
10,4,0
10,2,26
10,23,5
10,1,20
10,13,21
11,4,21
11,15,24
11,2,5
11,1,14
11,28,18
11,23,27
11,17,22
12,10,24
12,13,7
12,15,20
12,16,8
13,17,6
13,16,22
13,10,7
13,29,8
14,11,12
14,26,9
14,18,8
14,2,21
14,6,13
14,1,16
14,5,15
14,25,24
15,28,8
15,26,17
15,22,24
15,7,10
15,1,12
15,4,14
15,18,27
16,26,14
16,11,8
16,28,27
16,6,10
16,19,17
16,18,21
16,7,20
17,2,20
17,4,13
17,11,29
17,22,12
17,28,16
17,19,15
17,6,0
18,3,15
18,11,0
18,22,29
18,25,9
18,5,23
19,28,9
19,3,13
19,2,24
19,19,29
19,7,14
19,18,23
19,5,20
20,26,16
20,2,27
20,4,17
20,22,21
20,25,23
20,3,10
20,1,0
21,10,3
21,19,4
21,16,27
21,20,15
21,21,18
22,16,17
22,10,2
22,9,1
22,5,0
22,29,28
22,6,14
23,7,17
23,24,15
23,16,12
23,8,13
23,21,1
23,23,27
23,20,11
24,16,0
24,7,1
24,29,4
24,25,13
24,23,26
25,9,2
25,8,11
25,22,28
25,24,18
25,29,14
25,23,15
25,6,26
26,6,12
26,8,3
26,25,28
26,24,2
26,5,17
26,19,13
26,22,14
27,10,4
27,25,0
27,7,12
27,9,3
27,19,18
27,21,27
27,5,11
27,20,26
27,22,17
28,24,20
28,14,15
28,18,11
28,6,4
28,9,2
28,28,3
29,29,10
29,21,27
29,6,1
29,13,3
29,25,16
30,29,11
30,22,26
30,8,4
30,12,10
30,18,19
30,25,20
30,14,1
31,23,17
31,14,27
31,28,15
31,24,10
31,7,3
31,22,20
32,12,26
32,7,2
32,21,19
32,14,5
32,13,1
32,9,0
32,25,17
32,22,27
33,8,5
33,28,0
33,13,2
33,23,16
33,6,27
33,24,17
33,22,19
34,8,0
34,9,15
34,21,26
34,23,11
34,12,5
34,7,4
34,18,16
34,29,20
35,26,2
35,28,21
35,9,5
35,24,18
36,10,16
36,26,1
36,15,7
36,8,4
36,23,22
36,24,19
37,11,7
37,8,6
37,24,29
37,9,4
37,28,20
38,15,25
38,24,16
38,11,6
38,14,17
38,13,19
38,10,0
38,12,5
39,12,2
39,8,22
39,9,17
39,14,5
39,28,25
39,15,19
39,3,0
39,27,21
39,10,20
40,14,18
40,9,16
40,15,29
40,12,1
40,3,2
40,26,22
40,13,17
40,27,6
40,23,21
41,23,29
41,13,0
41,12,4
41,3,20
41,8,1
41,26,25
41,27,7
41,11,18
42,12,20
42,26,24
42,13,25
42,22,0
42,16,3
42,9,23
42,8,21
43,13,11
43,28,2
43,18,24
43,9,3
44,4,2
44,26,23
44,28,21
44,8,7
44,27,0
44,10,15
44,12,25
45,22,5
45,8,2
45,6,7
45,16,15
45,12,17
45,14,23
46,22,24
46,13,5
46,14,20
46,18,25
46,6,17
46,4,1
46,29,2
46,28,23
46,19,3
47,4,11
47,27,24
47,26,15
47,9,0
47,10,5
47,19,17
47,29,1
48,14,0
48,16,21
48,6,25
48,10,1
48,18,7
48,27,11
48,29,15
48,19,20
49,26,21
49,5,13
49,0,6
49,7,3
49,25,15
50,7,21
50,20,4
50,5,6
50,24,15
50,18,1
50,8,9
50,0,2
50,19,23
50,10,3
50,25,28
50,11,12
51,14,9
51,19,16
51,8,2
51,18,17
51,26,28
51,27,29
52,26,4
52,24,12
52,19,29
52,8,17
52,20,1
52,14,13
52,0,3
53,22,29
53,24,1
53,10,21
53,0,23
53,5,3
54,14,12
54,20,16
54,11,4
54,8,15
54,7,6
54,27,13
54,22,17
54,10,9
54,25,21
54,19,28
55,22,23
55,18,16
55,11,2
55,27,28
56,26,10
56,21,9
56,23,28
56,1,15
56,12,24
56,0,19
57,22,27
57,17,10
57,13,8
57,18,20
57,11,9
57,1,29
57,14,16
57,2,3
57,23,6
58,18,3
58,12,16
58,25,27
58,5,7
58,26,6
58,22,19
58,13,4
58,0,15
58,23,24
59,23,20
59,11,15
59,5,4
59,2,6
59,1,7
60,14,8
60,12,27
60,0,10
60,13,16
60,25,7
60,17,19
61,26,24
61,22,4
61,21,20
61,14,3
61,18,29
61,11,8
61,17,28
62,5,9
62,2,29
62,21,28
62,25,8
63,1,8
63,24,23
63,13,5
63,3,12
63,14,25
63,7,9
64,22,15
64,14,12
64,10,23
64,19,21
64,7,18
64,26,20
64,13,4
64,27,16
65,7,11
65,29,28
65,6,8
65,26,18
65,1,23
66,27,15
66,2,25
66,6,21
66,0,9
66,1,4
66,24,11
67,2,28
67,13,12
67,26,16
67,0,4
67,10,17
67,22,20
67,29,25
68,7,5
68,3,25
68,19,15
68,24,21
68,14,8
68,27,17
68,6,20
69,3,16
69,2,4
69,19,28
69,29,17
69,0,18
69,27,5
69,22,9
69,10,11
70,14,21
70,10,7
70,12,23
70,9,29
70,18,6
70,20,2
70,1,13
71,10,5
71,14,26
71,4,28
71,19,11
71,9,7
71,25,24
71,20,13
72,22,2
72,18,5
72,27,21
72,17,23
72,12,7
73,27,8
73,4,3
73,17,26
73,1,24
73,22,23
73,12,15
73,0,11
